City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,newbiggin-by-the-sea,55.1853,-1.5147,54.28,87,75,6.91,GB,1689920064
362,ivanteyevka,55.9711,37.9208,64.06,57,94,1.01,RU,1689920065
363,laramie,41.3114,-105.5911,52.77,94,0,6.91,US,1689919712
364,sinabang,2.4803,96.3801,83.95,72,88,7.96,ID,1689920067
365,mitsamiouli,-11.3847,43.2844,80.02,67,87,8.41,KM,1689920067
366,kill devil hills,36.0307,-75.676,82.42,90,40,9.22,US,1689919909
367,dauphin,51.1494,-100.0502,59.14,94,75,3.44,CA,1689920068
368,shahr-e babak,30.1165,55.1186,91.27,18,73,7.49,IR,1689920068
369,galle,6.0367,80.217,84.13,75,42,12.68,LK,1689919949
370,kattivakkam,13.2167,80.3167,93.29,60,97,18.68,IN,1689920069
371,taltal,-25.4,-70.4833,58.44,87,100,2.26,CL,1689920070
372,azul,-36.777,-59.8585,48.67,93,88,11.97,AR,1689920071
373,hemsby,52.6971,1.6918,55.63,83,21,12.59,GB,1689920072
374,banda aceh,5.5577,95.3222,89.1,57,89,16.87,ID,1689920072
375,at taj,24.2049,23.2857,87.75,14,0,7.61,LY,1689919852
376,ruokolahti,61.2833,28.8333,65.01,77,100,3.0,FI,1689920073
377,hemmoor,53.7,9.1167,59.9,86,52,6.31,DE,1689920073
378,hovd,48.0056,91.6419,79.86,28,3,12.08,MN,1689919780
379,ji'an,27.1172,114.9793,94.39,56,100,6.33,CN,1689920074
380,balcarce,-37.8462,-58.2552,48.81,99,84,8.99,AR,1689920075
381,tralee,52.2704,-9.7026,54.64,90,100,6.08,IE,1689920075
382,alta,69.9689,23.2717,49.26,93,75,3.44,NO,1689920075
383,lata,40.1629,-8.3327,59.07,97,27,1.57,PT,1689920076
384,klyuchi,52.2667,79.1667,87.76,30,41,12.62,RU,1689920076
385,torghay,49.6339,63.4981,79.86,33,49,9.73,KZ,1689920077
386,nunspeet,52.3667,5.7667,61.9,91,96,1.9,NL,1689920078
387,mount isa,-20.7333,139.5,78.57,27,1,12.66,AU,1689920078
388,kourou,5.1552,-52.6478,73.45,91,11,5.55,GF,1689920078
389,paranhos,-23.8928,-55.4311,66.36,74,9,9.51,BR,1689920079
390,bathsheba,13.2167,-59.5167,81.21,83,20,11.5,BB,1689920079
391,champerico,14.3,-91.9167,80.06,75,94,4.74,GT,1689920080
392,camalu,30.85,-116.0667,68.43,82,12,5.53,MX,1689920080
393,ghat,24.9647,10.1728,86.31,21,0,3.22,LY,1689920081
394,talitsa,56.8804,60.0213,70.34,55,25,13.0,RU,1689920081
395,remire-montjoly,4.9167,-52.2667,73.44,94,0,0.0,GF,1689920082
396,mejit,10.2753,170.8646,82.85,83,85,20.38,MH,1689920082
397,mariestad,58.7097,13.8237,59.38,88,59,13.27,SE,1689920083
398,kachug,53.9606,105.8817,80.74,27,93,4.83,RU,1689919940
399,luang namtha,20.9497,101.4011,86.02,70,75,2.3,LA,1689920084
400,cabo san lucas,22.8909,-109.9124,90.61,61,8,11.16,MX,1689919905
401,cobija,-11.0267,-68.7692,69.12,70,0,1.9,BO,1689919831
402,wenling,28.3669,121.36,85.93,79,97,13.0,CN,1689919788
403,salekhard,66.53,66.6019,77.7,53,62,7.14,RU,1689920086
404,bardai,11.65,7.2333,73.53,84,100,8.97,NG,1689920086
405,katsuura,35.1333,140.3,78.87,77,58,13.06,JP,1689919865
406,lakatoro,-16.0999,167.4164,76.12,79,60,11.14,VU,1689920087
407,kapa'a,22.0752,-159.319,82.38,77,75,17.27,US,1689920087
408,tadine,-21.55,167.8833,68.81,67,2,13.22,NC,1689920088
409,kozloduy,43.7833,23.7333,79.11,51,2,2.39,BG,1689920089
410,kita,13.0349,-9.4895,74.86,93,95,3.51,ML,1689920089
411,ola,59.5833,151.2833,79.14,79,26,11.83,RU,1689920089
412,acarau,-2.8856,-40.12,77.11,73,5,16.89,BR,1689920090
413,at-bashi,41.1702,75.8106,76.77,38,96,2.19,KG,1689920090
414,bouarfa,32.53,-1.95,76.39,37,49,5.75,MA,1689920091
415,hauterive,46.0901,3.4459,68.76,64,58,1.83,FR,1689920091
416,canutama,-6.5339,-64.3831,71.69,62,8,2.1,BR,1689920092
417,bratsk,56.1325,101.6142,80.35,36,0,5.12,RU,1689919972
418,thunder bay,48.4001,-89.3168,57.18,94,0,5.75,CA,1689920093
419,vorgashor,67.5833,63.95,75.02,56,16,11.12,RU,1689920094
420,boa vista,2.8197,-60.6733,78.78,83,20,2.3,BR,1689920094
421,waycross,31.2136,-82.354,82.45,93,0,4.61,US,1689920095
422,ghanzi,-21.5667,21.7833,52.02,81,84,17.2,BW,1689920095
423,la passe,45.5549,-0.8967,64.98,78,8,6.33,FR,1689920095
424,nova xavantina,-14.6667,-52.35,65.52,48,5,3.06,BR,1689920096
425,kailua-kona,19.6406,-155.9956,76.96,99,100,5.75,US,1689919845
426,tanjung pandan,-2.75,107.65,87.84,58,95,8.79,ID,1689920097
427,pula,44.8683,13.8481,79.36,69,20,8.05,HR,1689920097
428,pionerskiy,54.9508,20.2275,62.44,76,61,18.21,RU,1689920098
429,villamontes,-21.25,-63.5,60.53,81,3,4.61,BO,1689920098
430,sao gabriel da cachoeira,-0.1303,-67.0892,71.92,94,21,0.54,BR,1689920098
431,hinton,53.4001,-117.5857,57.88,85,44,1.16,CA,1689920099
432,tulun,54.5611,100.5792,78.28,36,0,11.25,RU,1689920099
433,revda,56.801,59.9303,67.39,58,28,12.73,RU,1689920100
434,barra,-11.0894,-43.1417,67.66,68,3,9.04,BR,1689920100
435,bel ombre,-4.6167,55.4167,80.44,83,75,17.27,SC,1689920101
436,karema,-6.8205,30.4389,73.2,44,0,11.52,TZ,1689920101
437,veraval,20.9,70.3667,83.46,80,84,16.53,IN,1689920102
438,taguatinga,-12.3857,-46.5711,70.02,54,0,11.59,BR,1689920103
439,weno,7.4515,151.8468,87.75,79,75,5.75,FM,1689920103
440,troitsko-pechorsk,62.7084,56.1964,69.33,59,76,7.34,RU,1689920104
441,malpica,43.3228,-8.8105,61.38,95,10,3.18,ES,1689920105
442,erenhot,43.6475,111.9767,85.21,28,93,8.48,CN,1689920105
443,skowhegan,44.7651,-69.7192,64.96,96,7,2.21,US,1689920106
444,hilo,19.7297,-155.09,74.93,89,100,3.44,US,1689920106
445,rada tilly,-45.9333,-67.5333,52.29,50,0,3.44,AR,1689920107
446,embi,48.8264,58.1442,79.81,28,4,9.75,KZ,1689920107
447,siwa oasis,29.2041,25.5195,88.27,32,0,8.66,EG,1689920108
448,chela,34.069,104.4619,76.12,45,0,3.85,CN,1689920108
449,shingu,33.7333,135.9833,81.52,73,67,5.68,JP,1689920109
450,kuloy,61.0305,42.4925,54.88,97,100,12.08,RU,1689920109
451,port-gentil,-0.7193,8.7815,73.26,82,75,10.07,GA,1689920110
452,terrace,54.5163,-128.6035,71.51,56,75,12.66,CA,1689920110
453,puerto deseado,-47.7503,-65.8938,47.3,64,58,25.3,AR,1689920111
454,beledweyne,4.7358,45.2036,84.36,52,99,23.42,SO,1689920111
455,kharp,66.8014,65.8081,74.07,66,25,5.95,RU,1689920112
456,byron bay,-28.65,153.6167,66.7,50,27,9.28,AU,1689919996
457,sao pedro do piaui,-5.9294,-42.7186,67.86,58,9,6.29,BR,1689920113
458,mermoz boabab,14.7065,-17.4758,81.16,81,97,13.44,SN,1689920113
459,zahedan,29.4963,60.8629,91.31,17,100,9.22,IR,1689920114
460,verkhnevilyuysk,63.4453,120.3167,71.31,58,97,4.43,RU,1689920114
461,itanhaem,-24.1831,-46.7889,63.03,93,39,2.39,BR,1689920115
462,felege neway,6.3,36.8833,63.86,96,100,3.27,ET,1689920115
463,castanos,26.7833,-101.4167,87.35,41,70,11.65,MX,1689920116
464,nicoya,10.1483,-85.452,76.06,90,74,3.38,CR,1689920116
465,pokrovka,42.3414,78.0056,61.39,87,97,1.01,KG,1689920117
466,saint-felix-de-valois,46.1668,-73.4324,70.12,89,63,1.01,CA,1689920118
467,gabu,12.2833,-14.2167,75.0,99,89,3.85,GW,1689920118
468,port-cartier,50.0334,-66.8654,56.88,80,54,3.04,CA,1689920119
469,darwin,-12.4611,130.8418,89.58,36,0,8.99,AU,1689920120
470,antsohihy,-14.8796,47.9875,81.99,57,61,9.46,MG,1689920120
471,nyurba,63.2842,118.3319,71.82,57,99,7.43,RU,1689920121
472,porto novo,6.4965,2.6036,75.56,92,89,5.21,BJ,1689919859
473,santa cruz,-17.8,-63.1667,67.46,83,0,8.05,BO,1689920036
474,nejo,9.5,35.5,60.37,94,100,2.26,ET,1689920122
475,eilat,29.5581,34.9482,93.04,21,0,5.75,IL,1689920123
476,ati,13.2154,18.3353,81.01,57,92,8.01,TD,1689920123
477,piti village,13.4626,144.6933,90.48,69,20,10.36,GU,1689920125
478,ankazoabo,-22.2833,44.5167,69.71,61,26,13.0,MG,1689920127
479,vanino,49.0869,140.2543,79.32,59,23,8.03,RU,1689920127
480,princeville,45.7668,-61.2985,68.41,97,100,4.61,CA,1689920128
481,carutapera,-1.195,-46.02,74.05,94,29,4.52,BR,1689919892
482,kharan,28.5833,65.4167,99.37,23,96,6.58,PK,1689920129
483,aasiaat,68.7098,-52.8699,38.21,98,98,5.64,GL,1689919834
484,itagi,-14.1628,-40.0061,65.97,98,95,3.33,BR,1689920130
485,guichon,-32.35,-57.2,58.89,95,59,9.33,UY,1689920130
486,taksimo,56.3444,114.8794,74.71,41,48,2.08,RU,1689920131
487,thakhek,17.4103,104.8307,86.11,62,94,3.85,LA,1689920131
488,amursk,50.2261,136.8994,93.36,34,85,14.5,RU,1689920132
489,malabar,-33.9667,151.25,65.3,62,75,8.05,AU,1689920132
490,katsuren-haebaru,26.3369,127.8719,89.4,68,40,12.66,JP,1689920132
491,brisas de zicatela,15.8369,-97.0419,81.61,77,62,4.52,MX,1689920133
492,envira,-7.3,-70.2167,73.62,72,89,2.24,BR,1689920134
493,ugoofaaru,5.6667,73.0,82.04,79,100,18.28,MV,1689920134
494,gornyy,55.1153,83.9059,77.92,51,100,8.05,RU,1689920134
495,lospalos,-8.5186,127.0025,77.11,60,5,12.15,TL,1689920135
496,linxi,39.7,118.4333,84.2,45,100,9.28,CN,1689920136
497,grindsted,55.754,8.9123,57.65,87,20,4.61,DK,1689919950
498,bereznik,62.8551,42.7072,63.0,94,84,1.88,RU,1689920136
499,rio grande,-32.035,-52.0986,59.95,97,82,13.42,BR,1689920137
500,jesus maria,-30.9815,-64.0942,61.5,54,57,18.88,AR,1689920138
501,baker city,44.7749,-117.8344,75.6,44,0,0.0,US,1689920138
502,palangkaraya,-2.2,113.8333,78.64,87,100,0.83,ID,1689920139
503,gornozavodsk,58.3758,58.3211,63.16,69,38,10.98,RU,1689920139
504,keflavik,64.0049,-22.5624,53.51,93,100,10.36,IS,1689920140
505,thames,-37.1333,175.5333,53.13,84,100,16.64,NZ,1689920140
506,amble,55.3333,-1.5833,54.36,93,75,3.44,GB,1689920140
507,ar rutbah,33.0381,40.2848,91.9,14,0,9.35,IQ,1689920141
508,bima,-8.4667,118.7167,89.2,43,3,9.31,ID,1689919853
509,tianshui,34.5439,105.6897,86.0,28,0,4.32,CN,1689920142
510,nabinagar,23.8917,90.9733,93.33,70,97,9.6,BD,1689920142
511,picsi,-6.7178,-79.7697,69.64,88,75,8.05,PE,1689919919
512,tselinnoye,53.0833,85.6667,83.77,37,22,9.31,RU,1689920143
513,kulu,39.0951,33.0799,79.83,26,0,6.64,TR,1689920144
514,axim,4.8699,-2.2405,75.09,92,87,6.35,GH,1689920144
515,taoudenni,22.6783,-3.9836,95.0,9,46,5.57,ML,1689920144
516,kavaratti,10.5669,72.642,82.78,80,98,20.87,IN,1689920145
517,manacapuru,-3.2997,-60.6206,76.03,58,7,3.4,BR,1689920145
518,orange,33.7,-117.7675,81.23,68,0,5.75,US,1689919948
519,umm kaddadah,13.6017,26.6876,84.47,50,70,11.99,SD,1689920146
520,kandyagash,49.4744,57.4233,77.38,33,24,12.57,KZ,1689920147
521,guaruja,-23.9931,-46.2564,64.89,26,3,2.48,BR,1689920147
522,kristinestad,62.2743,21.376,61.11,71,32,4.81,FI,1689920148
523,yuanping,38.7153,112.7575,90.32,34,2,13.85,CN,1689920148
524,lagunas,-5.2269,-75.6753,69.85,99,21,1.01,PE,1689920149
525,vizinga,61.0749,50.1031,59.85,94,100,6.89,RU,1689920149
526,hohhot,40.8106,111.6522,78.91,64,40,6.71,CN,1689920150
527,ta`u,-14.2336,-169.5144,80.38,83,82,17.29,AS,1689920150
528,margarita belen,-27.2616,-58.9722,68.05,74,88,10.96,AR,1689920150
529,port macquarie,-31.4333,152.9167,61.9,53,82,8.95,AU,1689920151
530,port moresby,-9.4431,147.1797,78.73,78,85,16.8,PG,1689920151
531,bafra,41.5678,35.9069,81.72,52,0,4.59,TR,1689920152
532,eydhafushi,5.1033,73.0708,82.06,79,100,16.6,MV,1689920152
533,kuanda,56.3161,116.0806,69.8,50,40,2.68,RU,1689920153
534,rangia,26.4667,91.6333,85.95,66,100,10.54,IN,1689920153
535,labrador city,52.9463,-66.9114,53.51,94,100,0.0,CA,1689920154
536,langepas,61.2544,75.2124,68.05,72,100,5.37,RU,1689920154
537,mao,39.8885,4.2658,81.16,100,20,3.44,ES,1689920154
538,balsas,-7.5325,-46.0356,67.57,42,0,2.71,BR,1689920155
539,palo santo,-25.5633,-59.3378,68.23,76,25,9.53,AR,1689920155
540,laojunmiao,39.8333,97.7333,80.44,18,25,14.92,CN,1689920156
541,eureka,40.8021,-124.1637,60.21,91,19,5.99,US,1689920156
542,jiagedaqi,50.4167,124.1167,82.0,27,97,5.26,CN,1689920157
543,prineville,44.2999,-120.8345,74.1,40,40,5.75,US,1689920159
544,salinas,36.6777,-121.6555,63.99,90,0,5.75,US,1689919326
545,kiunga,-6.1219,141.2906,81.3,84,98,1.95,PG,1689920160
546,vernon,50.2581,-119.2691,79.41,43,70,2.3,CA,1689920162
547,magistral'nyy,56.1725,107.4458,80.15,30,4,4.43,RU,1689920162
548,la sarre,48.8002,-79.1996,57.74,87,100,2.84,CA,1689920163
549,kabalo,-6.05,26.9167,79.11,34,19,5.46,CD,1689920163
550,letlhakeng,-24.0944,25.0298,51.71,76,74,19.64,BW,1689920164
551,puerto francisco de orellana,-0.4667,-76.9667,69.6,100,97,0.74,EC,1689920165
552,harstad,68.799,16.5293,58.8,95,85,1.01,NO,1689920165
553,salonta,46.8,21.65,77.9,52,33,4.45,RO,1689920166
554,morondava,-20.2833,44.2833,76.77,51,0,9.53,MG,1689920166
555,port douglas,-16.4833,145.4667,73.76,72,71,8.55,AU,1689920158
556,yugo-kamskiy,57.7053,55.5894,68.02,54,35,13.02,RU,1689920167
557,manaure,11.7751,-72.4445,82.47,70,15,18.84,CO,1689920168
558,fortaleza,-3.7227,-38.5247,75.33,73,0,9.22,BR,1689919966
559,yeniseysk,58.4497,92.1703,83.17,31,92,11.77,RU,1689919996
560,fallon,39.4735,-118.7774,84.92,22,0,3.44,US,1689920169
561,urucuca,-14.5931,-39.2844,65.8,99,75,3.0,BR,1689920170
562,rouissat,31.9243,5.3502,87.87,11,0,0.0,DZ,1689920170
563,songling,31.1933,120.7176,90.19,64,100,5.28,CN,1689920171
564,riosucio,5.4216,-75.7032,60.01,86,100,0.38,CO,1689920171
565,kedrovyy,56.1667,91.8167,72.01,48,94,5.26,RU,1689920172
566,crete,35.1558,24.895,82.4,29,0,4.25,GR,1689920173
567,vorkuta,67.5,64.0,75.4,56,11,11.34,RU,1689920173
568,yamada,39.4667,141.95,73.81,75,74,5.17,JP,1689920062
569,sucua,-2.4667,-78.1667,66.7,87,53,2.55,EC,1689920174
570,tipasa,36.5897,2.4475,84.22,59,31,2.08,DZ,1689920175
571,dolinsk,47.35,142.8,76.98,63,62,10.87,RU,1689920175
572,puerto leguizamo,-0.1934,-74.7819,69.89,99,51,2.01,CO,1689920176
573,margate,51.3813,1.3862,60.69,77,81,5.01,GB,1689920176
574,kelmentsi,48.4656,26.83,65.75,71,1,6.38,UA,1689920177
575,greenland,43.0362,-70.8328,67.91,95,20,0.0,US,1689920177
576,porto murtinho,-21.6989,-57.8825,68.95,69,10,5.01,BR,1689920178
577,valdivia,-39.8142,-73.2459,51.89,96,100,8.86,CL,1689920050
578,douglas,41.3,-96.167,69.1,80,0,6.91,US,1689920132
579,hami,42.8,93.45,100.94,10,90,8.01,CN,1689920179
580,hola,51.5377,23.1902,59.18,81,52,4.94,PL,1689920180
